russian_tv,pro_russian,prior_pro_russian,within_25km
0,3.921568627,36.50793651,0
0,3.921568627,31.53846154,0
0,3.928571429,27.52293578,0
0,3.93442623,24.8427673,0
0,3.94265233,15.76673866,0
1,3.947368421,37.5,1
0,3.956043956,18.55010661,1
0,3.96039604,12.92875989,0
0,3.971119134,46.24277457,0
0,3.990610329,25.43859649,0
0,4,30.16759777,0
0,4,38.12154696,0
0,4,14.28571429,0
0,4,13.82978723,0
0,4.006677796,13.06532663,0
0,4.007285974,24.28057554,0
0,4.008908686,19.09758657,1
0,4.017857143,26.77824268,0
0,4.017857143,30.95238095,0
0,4.024767802,22.33285917,0
0,4.025423729,42.93785311,0
0,4.026845638,41.55844156,0
0,4.032258065,23.72262774,0
0,4.044117647,34.79789104,0
0,4.046242775,26.35379061,0
0,4.054054054,22.57250946,0
0,4.054054054,17.07650273,0
0,4.05904059,25.52083333,0
0,4.063205418,17.07060063,0
1,4.076086957,26.26262626,1
0,4.081632653,51.28205128,1
0,4.094076655,18.72410936,0
0,4.099244876,19.31707317,0
0,4.109589041,39.08045977,1
1,4.126984127,45.19480519,1
0,4.144385027,19.16329285,0
0,4.147982063,15.07853403,0
0,4.174573055,19.44216571,0
0,4.179104478,24.88038278,0
0,4.198473282,31.87919463,0
0,4.203821656,20.51282051,0
0,4.210526316,24.10423453,0
0,4.219948849,18.43575419,0
0,4.247572816,22.34432234,0
0,4.255319149,68.29268293,0
0,4.257767549,18.40242669,0
0,4.265402844,40.88888889,0
0,4.273504274,54.47154472,0
0,4.280155642,23.7037037,0
0,4.285714286,28.72340426,0
0,4.295704296,14.55223881,0
1,4.303278689,19.37377691,1
0,4.31372549,36.94029851,0
0,4.316546763,20.52980132,0
0,4.334038055,20.1417004,0
0,4.347826087,37.4025974,0
0,4.347826087,21.62162162,0
0,4.347826087,15.33101045,0
0,4.347826087,21.60611855,0
0,4.347826087,24.11347518,0
0,4.368174727,22.25913621,0
0,4.375,29.65879265,0
0,4.375,44.66666667,0
0,4.4,52.77777778,0
0,4.404761905,31.48387097,0
0,4.413239719,24.32712215,0
0,4.415584416,19.42446043,0
0,4.438642298,26.40186916,0
0,4.444444444,22.86432161,0
0,4.452054795,21.52777778,0
0,4.455445545,17.59061834,0
0,4.470588235,27.79220779,0
0,4.472049689,23.67724868,0
0,4.474708171,18.02973978,0
0,4.498977505,20.68965517,0
0,4.525386313,14.08140814,0
0,4.535637149,13.64541833,0
1,4.545454545,42.55319149,1
0,4.545454545,22.09737828,0
0,4.564315353,33.84615385,0
0,4.564315353,37.91821561,0
0,4.591836735,27.64976959,0
0,4.60251046,25.23364486,0
0,4.615384615,28.74251497,0
0,4.615384615,16.44832606,0
0,4.618473896,24.44444444,0
0,4.624277457,30.54187192,0
0,4.62633452,39.39393939,0
0,4.62962963,38.60759494,0
0,4.639175258,31.03448276,0
0,4.640883978,18.10613944,0
0,4.644808743,31.74603175,0
0,4.651162791,47.19626168,0
0,4.664723032,11.91222571,0
0,4.6692607,31.02409639,0
0,4.672897196,29.09836066,0
0,4.6875,12.20238095,0
0,4.6875,27.37556561,0
0,4.6875,43.28358209,0
0,4.700854701,25.7918552,0
0,4.707379135,23.5059761,0
0,4.716981132,44.33962264,0
0,4.724409449,30.84337349,0
0,4.739336493,34.17721519,0
0,4.74137931,35.12931034,0
0,4.743589744,13.03780965,0
1,4.761904762,26.31578947,1
0,4.771371769,27.61732852,0
0,4.779411765,57.63358779,0
0,4.781704782,31.93832599,0
0,4.784688995,38.11659193,0
0,4.784688995,21.6080402,0
0,4.792332268,31.59609121,0
0,4.794520548,49.24012158,0
0,4.79704797,37.04918033,0
0,4.79704797,26.40264026,0
0,4.824561404,15.18987342,0
0,4.838709677,31.59609121,0
0,4.838709677,35.3046595,0
0,4.838709677,24.27884615,0
0,4.847645429,18.71345029,0
0,4.848484848,25.95238095,0
0,4.854368932,21.14285714,0
0,4.873646209,20.78651685,0
0,4.874446086,26.31578947,0
0,4.87804878,34.88372093,0
0,4.87804878,23.77210216,0
0,4.87804878,33.14285714,0
0,4.885993485,19.61325967,0
0,4.887218045,37.07482993,0
0,4.888888889,33.18584071,1
0,4.895104895,24.58563536,0
0,4.90797546,29.76190476,0
0,4.918032787,52.63157895,0
0,4.932735426,22.56728778,0
0,4.946996466,40.30418251,0
0,4.958677686,28.125,0
0,4.977375566,29.9389002,0
0,4.980842912,22.95597484,1
0,4.988662132,25.94059406,0
1,5,37.5,1
0,5,17.51527495,0
0,5,20.1620162,0
0,5.011389522,24.36194896,0
0,5.011389522,21.50313152,0
0,5.012224939,21.88591385,0
0,5.012531328,19.88217968,0
0,5.013927577,19.40035273,0
0,5.025125628,32.82828283,0
0,5.035971223,39.86928105,0
0,5.046480744,18.11125485,0
0,5.057471264,21.29032258,0
0,5.058365759,18.93491124,0
0,5.063291139,26.5060241,0
0,5.071770335,23.54409318,0
0,5.079365079,28.125,0
0,5.080213904,31.46341463,0
0,5.088495575,35.58282209,0
0,5.097087379,21.53846154,0
0,5.099778271,22.72727273,0
0,5.109489051,56.84931507,0
0,5.11627907,26.76579926,0
0,5.118110236,25.58139535,0
0,5.12195122,32.22958057,0
1,5.123966942,27.08333333,1
0,5.136986301,47.85100287,0
0,5.14541387,16.3969795,0
0,5.158730159,21.11650485,0
0,5.167173252,26.72672673,0
0,5.179282869,22.91666667,0
0,5.18018018,20.24070022,0
0,5.187319885,26.07526882,0
1,5.194805195,37.64705882,1
0,5.204460967,37.09090909,0
0,5.210643016,24.52830189,0
0,5.217391304,20.88772846,0
0,5.22875817,19.93927126,0
0,5.241935484,29.43262411,0
0,5.245901639,34.79532164,0
0,5.263157895,22.32486528,1
0,5.263157895,35.08064516,0
0,5.263157895,34.35582822,0
0,5.263157895,39.65517241,0
0,5.284974093,24.62612164,0
0,5.306122449,41.75438596,0
0,5.329153605,27.36842105,0
0,5.333333333,53.24675325,0
1,5.337690632,21.17296223,0
0,5.346534653,26.57480315,0
0,5.350553506,21.99630314,0
0,5.357142857,48.17518248,0
0,5.376344086,31.73076923,0
0,5.389221557,18.23529412,0
0,5.394190871,24.17582418,0
0,5.395683453,26.2295082,0
0,5.399568035,41.79431072,0
0,5.413105413,22.63888889,0
0,5.414012739,21.06893881,0
0,5.415860735,33.33333333,0
0,5.416666667,19.90881459,0
0,5.418719212,25.68807339,1
0,5.418719212,23.61563518,0
0,5.422993492,30.38461538,0
0,5.426356589,50.42016807,0
0,5.426356589,27.21088435,0
0,5.434782609,28.33876221,0
1,5.434782609,29.49494949,1
0,5.450733753,31.2267658,0
0,5.462184874,60,0
0,5.472636816,35.78431373,0
0,5.479452055,36.36363636,0
0,5.485232068,34.26294821,1
0,5.487804878,23.39181287,0
0,5.487804878,37.6344086,0
0,5.498281787,18.55955679,0
0,5.503731343,15.7059315,0
0,5.539358601,36.57718121,0
0,5.555555556,37.0212766,0
0,5.555555556,45.61403509,0
0,5.555555556,22.0657277,0
0,5.555555556,34.28571429,0
0,5.555555556,18.8703466,0
0,5.56745182,35.50185874,0
0,5.574912892,40.71856287,0
0,5.576208178,26.83823529,0
0,5.582524272,31.39013453,0
0,5.589519651,19.05864198,0
0,5.602240896,42.89544236,0
0,5.615763547,19.93896236,0
0,5.617977528,23.46491228,0
1,5.628517824,31.9109462,1
0,5.629139073,44.7761194,0
0,5.633802817,26.08695652,0
0,5.633802817,29.26829268,0
0,5.633802817,21.49837134,0
0,5.639913232,31.16591928,0
0,5.64516129,17.55508173,0
0,5.646359584,19.80474198,0
0,5.649717514,41.44144144,0
0,5.652620761,32.16080402,0
0,5.653450808,27.532097,0
0,5.654761905,27.63975155,0
1,5.655526992,35.48387097,1
0,5.657093124,23.91304348,0
1,5.660377358,57.2519084,1
0,5.66572238,37.06293706,0
0,5.698005698,38.38383838,0
0,5.699020481,19.86531987,0
0,5.704697987,34.75609756,0
0,5.705705706,28.0839895,0
0,5.721393035,31.62393162,0
0,5.732484076,41.46341463,0
0,5.737704918,32.68608414,0
0,5.752212389,43.9688716,0
0,5.755395683,36.71875,0
0,5.778894472,32.21153846,0
0,5.782312925,36.21794872,0
0,5.785123967,23.72262774,1
0,5.789473684,29.62962963,0
0,5.797101449,47.61904762,0
0,5.799648506,19.21875,0
0,5.813953488,18.91484552,0
0,5.819477435,17.58499414,0
0,5.82010582,42.60204082,0
0,5.839416058,35.97560976,0
0,5.840707965,17.8200692,0
0,5.843293493,28.90716804,0
0,5.858585859,22.84069098,0
0,5.871886121,25.42372881,0
0,5.882352941,43.38624339,0
0,5.882352941,28.69198312,0
0,5.882352941,28.88540031,0
0,5.893909627,27.66323024,0
0,5.896805897,20.33257748,0
0,5.911330049,34.72803347,0
0,5.911330049,39.3442623,0
0,5.925925926,18.61826698,1
0,5.925925926,25.66666667,0
0,5.93220339,34.21052632,0
0,5.936073059,20.70707071,0
0,5.940594059,32.50688705,0
0,5.940594059,35.36585366,0
0,5.941704036,12.73326015,0
0,5.944055944,18.24212272,0
0,5.945945946,32.52427184,0
0,5.949008499,27.2479564,0
0,5.962521295,21.71717172,0
0,5.973451327,35.15037594,0
0,5.97826087,30.43478261,0
0,5.980066445,29.16666667,0
0,5.981308411,30.08547009,0
0,5.985915493,33.68055556,0
0,5.99078341,38.62660944,0
0,5.992509363,31.27147766,0
0,5.993150685,24.15316642,0
0,6,45.83333333,0
0,6,12.46376812,0
0,6.004140787,35.13513514,0
0,6.010928962,37.98076923,0
0,6.012658228,30.87248322,0
0,6.01659751,17.97188755,0
0,6.020942408,37.0212766,0
0,6.024096386,31.12840467,0
0,6.030150754,37.85046729,0
0,6.034482759,34.27230047,0
0,6.038820992,17.32851986,0
0,6.043956044,38.62068966,0
0,6.060606061,41.52542373,0
0,6.071019473,23.48565356,0
0,6.074766355,32.06751055,0
0,6.075949367,36.60477454,0
0,6.08365019,31.57894737,0
0,6.09540636,16.60377358,0
0,6.097560976,46.07843137,0
0,6.097560976,28.125,0
0,6.099656357,22.4861441,0
0,6.109725686,24.64558342,0
0,6.111111111,36.55589124,0
0,6.113537118,17.56756757,0
0,6.129597198,44.3438914,0
1,6.145251397,36.61202186,0
0,6.147540984,41.21863799,0
0,6.152512998,26.79153094,0
0,6.171428571,18.86120996,0
0,6.172839506,47.23127036,0
0,6.179775281,25.39489672,1
0,6.201550388,22.68041237,0
0,6.202849958,23.61937128,0
0,6.211180124,43.11377246,0
0,6.211180124,27.12765957,0
0,6.216216216,28.78411911,0
0,6.21761658,30.5,0
0,6.222222222,27.20848057,0
0,6.22406639,31.97674419,0
0,6.228373702,25.91362126,0
0,6.236403191,24.70175439,0
0,6.239460371,27.89968652,1
0,6.245297216,29.11208151,0
0,6.25,43.79084967,0
0,6.25,32.60869565,0
0,6.25,31.33903134,0
0,6.25,38.52813853,0
0,6.25,52.60663507,0
0,6.25,25.58685446,0
0,6.25,33.17535545,0
0,6.25,62.74509804,0
0,6.268656716,19.9488491,0
0,6.282722513,26.83982684,0
0,6.297709924,23.18548387,0
0,6.301369863,28.25806452,0
0,6.309148265,36.77419355,0
0,6.315789474,39.78494624,0
0,6.315789474,22.22222222,0
0,6.317689531,39.47368421,0
0,6.31825273,20.18981881,0
0,6.32183908,48.00995025,0
0,6.329113924,30.40935673,0
1,6.349206349,30.37037037,1
0,6.349206349,27.19298246,0
0,6.349206349,23.80952381,0
0,6.360424028,39.03225806,0
0,6.363636364,42.20183486,0
0,6.369426752,25.32411409,0
0,6.382978723,31.36531365,0
0,6.387665198,26.5917603,0
0,6.406685237,27.56097561,0
0,6.417489422,21.10412299,0
0,6.429780034,23.58417378,0
0,6.432748538,26.53061224,0
0,6.443298969,21.20481928,0
0,6.445993031,18.99641577,0
0,6.447534766,23.69077307,0
1,6.451612903,38.0952381,1
0,6.451612903,36.20689655,0
0,6.451612903,33.33333333,0
0,6.456241033,19.02887139,0
0,6.466512702,36.68639053,0
0,6.472491909,22.35023041,0
0,6.472491909,21.20253165,0
0,6.474820144,37.83783784,0
0,6.5,29.94100295,0
0,6.50887574,32.64540338,0
0,6.511627907,44.29657795,0
0,6.512605042,19.57773512,0
0,6.52173913,46.875,0
0,6.52173913,54.20560748,0
0,6.52173913,26.39593909,0
0,6.52173913,29.41176471,0
0,6.534090909,28.53053435,0
1,6.543624161,31.81076672,1
0,6.545454545,25.96685083,0
0,6.551724138,26.51757188,0
0,6.551724138,27.46666667,0
0,6.552706553,24.86111111,0
0,6.557377049,40.72948328,0
0,6.557377049,40.625,0
0,6.56167979,29.60893855,0
0,6.575963719,18.30357143,0
0,6.578947368,25.74257426,0
0,6.588235294,32.85420945,0
0,6.601466993,30.6763285,0
0,6.603773585,38.53211009,0
0,6.615532119,25.91623037,0
0,6.617647059,34.07407407,0
0,6.617647059,36.01398601,0
0,6.628242075,29.32330827,0
0,6.628242075,27.36842105,0
0,6.628940986,23.78246753,0
0,6.629834254,37.94749403,0
0,6.640625,24.53703704,0
0,6.644144144,32.95454545,0
0,6.649168854,20.5500382,0
0,6.650544135,26.15511551,0
0,6.666666667,51.31578947,0
0,6.666666667,39.28571429,0
0,6.666666667,62.5,0
0,6.666666667,37.30569948,0
0,6.688963211,25.75757576,0
1,6.693440428,22.17514124,0
0,6.703910615,45.32019704,0
0,6.708595388,28.46580407,0
1,6.71641791,34.22459893,1
0,6.719367589,22.48628885,0
0,6.721433906,18.42485549,0
0,6.730769231,28.82882883,0
0,6.732223903,20.84592145,0
0,6.737588652,27.78904665,0
0,6.748466258,28.98550725,0
1,6.756756757,56.36363636,1
0,6.761565836,37.82051282,0
0,6.763925729,28.66894198,0
0,6.765327696,24.81060606,0
0,6.785137318,21.06847254,0
0,6.785714286,27.02702703,0
0,6.789606035,17.61538462,0
0,6.808510638,30.85501859,0
0,6.818181818,42.10526316,0
0,6.818181818,27.91164659,0
0,6.821480406,25.75107296,0
0,6.824512535,35.18518519,0
0,6.832298137,27.86885246,0
0,6.833712984,24.52830189,0
0,6.835443038,27.70083102,0
0,6.837606838,16.94915254,0
0,6.837606838,29.21348315,0
0,6.837606838,43.60902256,0
0,6.860158311,29.00943396,0
0,6.867671692,20.30981067,0
0,6.870229008,26.77595628,0
0,6.878306878,31.81818182,0
0,6.896551724,39.87730061,0
0,6.896551724,38.88888889,0
0,6.896551724,66.85393258,0
0,6.896551724,44.13407821,0
0,6.896551724,32.98969072,0
0,6.900584795,28.17047817,0
0,6.901960784,24.63126844,0
0,6.908665105,20,0
0,6.909788868,23.12673451,0
0,6.919642857,28.16229117,0
0,6.920415225,23.31786543,0
0,6.923076923,28.06652807,0
0,6.925675676,31.31313131,0
0,6.937394247,25.6916996,0
0,6.944444444,38.01169591,0
0,6.958762887,31.61290323,0
0,6.958762887,22.44143033,0
0,6.960556845,22.62996942,0
0,6.965572458,17.9766537,0
0,6.968641115,17.03703704,0
0,6.976744186,25.56053812,0
0,6.979062812,21.91650854,0
0,6.981519507,22.51521298,0
0,6.982758621,18.1663837,0
0,6.985294118,41.37931034,0
0,6.989247312,46.31578947,0
0,6.989247312,50.96153846,0
0,6.990881459,26.63185379,0
0,6.994328922,20.1048951,0
0,7,26.5129683,0
0,7,25,0
0,7.015130674,16.68789809,0
0,7.029177719,19.00739176,0
0,7.03125,29.69004894,0
1,7.042253521,36.71875,0
0,7.052896725,21.56334232,0
0,7.060333761,22.16748768,0
0,7.070707071,36.6255144,0
0,7.082452431,21.37791287,0
0,7.089552239,25.41254125,0
0,7.092198582,26.28250176,0
0,7.094594595,22.9226361,0
0,7.096774194,34.88372093,0
0,7.096774194,41.77897574,0
0,7.100591716,34.44444444,0
0,7.100591716,29.91913747,0
0,7.100591716,18.18181818,0
0,7.103393844,20.49924357,0
0,7.109004739,44.76534296,0
0,7.109004739,52.91666667,0
0,7.111111111,24.25531915,0
0,7.113821138,25.02453386,0
0,7.114228457,20.61446977,0
0,7.114624506,35.69023569,0
0,7.116788321,33.79073756,0
0,7.121057986,32.97029703,0
0,7.121212121,32.47344461,0
0,7.123287671,27.81954887,0
0,7.126168224,18.85441527,0
0,7.131011609,18.97810219,0
0,7.134894091,21.96029777,0
0,7.142857143,33.14121037,1
0,7.142857143,41.44486692,0
0,7.142857143,45.21452145,0
0,7.142857143,41.07744108,0
0,7.142857143,32.99492386,0
0,7.142857143,34.92063492,0
0,7.142857143,33.03571429,0
0,7.159904535,24.46183953,0
0,7.172995781,32.97101449,0
0,7.177497575,23.52389878,0
0,7.183908046,27.82608696,0
0,7.202216066,27.20403023,0
0,7.204610951,21.7270195,0
0,7.207207207,45.52845528,0
0,7.209302326,15.90909091,0
0,7.2265625,20.35315985,0
0,7.226890756,32.06521739,0
0,7.228915663,37.91469194,0
0,7.236842105,25.75987842,0
0,7.236842105,24.58100559,0
0,7.244212099,20.53506869,0
0,7.248764415,36.84210526,0
0,7.250755287,33.16749585,0
0,7.250755287,25.31969309,0
0,7.251908397,19.25055107,0
0,7.260726073,24.88335925,0
0,7.263922518,42.85714286,0
0,7.266435986,35.51912568,0
0,7.267833109,23.03370787,0
0,7.272727273,26.78571429,0
0,7.272727273,36.36363636,0
0,7.285342585,23.73158756,0
0,7.296137339,22.63374486,0
0,7.3089701,28.08219178,0
0,7.326355852,23.76973073,0
0,7.326732673,22.24489796,0
0,7.327001357,28.42767296,0
0,7.34055355,31.99129489,0
0,7.357859532,44.44444444,0
0,7.359307359,39.63414634,0
0,7.360406091,33.85650224,0
0,7.36497545,29.05246672,0
0,7.368421053,28.42105263,0
0,7.373653687,17.67554479,0
0,7.385524372,25.27777778,0
0,7.390300231,26.70807453,0
0,7.407407407,33.71212121,0
0,7.407407407,26.01626016,0
0,7.415254237,28.75264271,0
0,7.417840376,20.20287405,0
0,7.425742574,22.4137931,0
0,7.436708861,28.93481717,0
0,7.438016529,33.06451613,0
0,7.44500846,45.49418605,0
0,7.445141066,22.6744186,0
0,7.450980392,25.24271845,0
0,7.455429498,21.96620584,0
0,7.456140351,42.58555133,0
0,7.459207459,32.11206897,0
0,7.461692205,23.14622315,0
0,7.462686567,23.09433962,0
0,7.462686567,52.4137931,0
0,7.462686567,28.61952862,0
1,7.467532468,34.32835821,1
0,7.475209764,20.39329934,0
0,7.5,31.06382979,0
0,7.5,32.69230769,0
0,7.5,50,0
0,7.507507508,41.44385027,0
0,7.520564042,21.18421053,0
0,7.523510972,39.28571429,0
0,7.52688172,32.01970443,0
0,7.529843893,25.33081285,0
0,7.534246575,37.83783784,0
0,7.53968254,40.48582996,0
1,7.547169811,35.53719008,0
0,7.561728395,19.74723539,0
0,7.56302521,38.51851852,0
0,7.56302521,36.16236162,0
1,7.56501182,32.60437376,1
0,7.575757576,28.74251497,0
0,7.575757576,50.88757396,0
0,7.590759076,36.07038123,0
0,7.591240876,22.52066116,0
0,7.591623037,23.75,0
0,7.604017217,30.05617978,0
0,7.605633803,29.95049505,0
0,7.608695652,32.5,1
0,7.611548556,33.76963351,0
0,7.619047619,55.3030303,0
0,7.639939486,22.11016292,0
0,7.640232108,24.66001813,0
0,7.646559048,42.53521127,0
0,7.64904387,34.30127042,0
0,7.657247037,24.43233424,0
0,7.661290323,17.93548387,0
0,7.668711656,28.41901067,0
0,7.675906183,26.58730159,0
0,7.684529828,27.35042735,0
0,7.692307692,64.51612903,0
0,7.692307692,40.08810573,0
0,7.692307692,33.01886792,0
0,7.692307692,29.62962963,0
0,7.692307692,43.5483871,0
0,7.692307692,27.94520548,0
0,7.706422018,28.44364937,0
0,7.709251101,29.95780591,0
0,7.719928187,42.7238806,0
0,7.723577236,32.08661417,0
0,7.738095238,21.65039929,0
0,7.744874715,22.95454545,0
0,7.755775578,46.90799397,0
0,7.762557078,31.65137615,0
0,7.765451664,18.3908046,0
0,7.766990291,26.76579926,0
0,7.766990291,24.63768116,0
0,7.766990291,67.30769231,0
0,7.768361582,27.40112994,0
0,7.770700637,26.73378076,0
0,7.772020725,20.87286528,0
0,7.775590551,19.01066925,0
0,7.80141844,37.98701299,0
0,7.80141844,21.85430464,0
0,7.803468208,28.58990944,0
0,7.804878049,29.9270073,0
0,7.807807808,38.96103896,0
0,7.851239669,66.37168142,0
0,7.851239669,30.88803089,0
0,7.860262009,31.27413127,0
0,7.878787879,42.16216216,0
0,7.883817427,29.95951417,0
0,7.884615385,35.03325942,0
1,7.886435331,22.8978979,0
0,7.894736842,36.02150538,0
1,7.894736842,30.76923077,1
0,7.906295754,25.37537538,0
0,7.914764079,25.997426,0
0,7.915360502,19.98546512,0
0,7.916355489,18.2132964,0
0,7.923497268,29.6037296,0
0,7.950530035,23.75,0
0,7.951070336,32.27931489,0
0,7.954545455,30.86124402,0
0,7.962529274,31.97802198,0
0,7.971014493,23.85685885,0
0,7.979274611,24.67652495,0
0,7.983193277,35.16483516,0
0,7.984790875,34.6749226,0
0,7.985257985,24.17061611,0
0,7.99522673,21.42857143,0
0,8.018504241,20.29186935,0
0,8.018867925,32.20973783,1
0,8.045977011,48.80952381,0
0,8.045977011,42.62948207,0
0,8.053691275,34.48275862,0
0,8.064516129,40.19138756,1
0,8.064516129,14.51612903,0
0,8.064516129,29.11676647,0
0,8.064516129,35.45454545,0
0,8.064516129,43.61702128,0
0,8.071748879,28.72606162,0
0,8.08297568,20.34018427,0
0,8.085106383,31.02040816,0
0,8.08988764,19.75582686,0
0,8.092485549,36.36363636,0
0,8.108108108,44.79166667,0
0,8.108108108,14.45783133,0
0,8.108108108,42.52873563,0
0,8.108108108,54.11764706,0
0,8.110882957,26.13240418,0
0,8.130081301,24.26550598,0
0,8.132875143,22.52448313,0
0,8.139534884,28.57142857,0
0,8.146067416,49.22394678,0
1,8.152173913,29.66507177,1
0,8.163265306,51.37614679,0
0,8.176100629,55.02645503,1
0,8.181818182,28.35820896,0
0,8.188585608,25.10917031,0
0,8.188585608,44.68546638,0
0,8.194905869,21.3562753,0
0,8.208955224,35.7827476,0
0,8.219178082,29.77099237,1
0,8.224543081,27.92321117,0
0,8.227848101,21.42857143,0
0,8.235294118,30.10752688,0
0,8.235294118,42.9245283,0
0,8.239375542,21.19460501,0
0,8.250825083,23.56687898,0
0,8.256107835,27.36280488,0
0,8.256880734,32.59259259,0
0,8.260869565,39.24050633,0
0,8.275862069,32.97546012,0
0,8.277404922,41.85022026,0
0,8.281573499,25.9375,0
0,8.29015544,48.66071429,0
0,8.299595142,27.51322751,0
0,8.302583026,36.86786297,0
0,8.31792976,31.97674419,0
0,8.333333333,47.52186589,0
0,8.333333333,29.71372162,0
0,8.333333333,64.28571429,0
0,8.333333333,31.12244898,0
0,8.355091384,23.04526749,0
0,8.355091384,25.21222411,0
0,8.363636364,37.75510204,0
0,8.376963351,38.27751196,1
0,8.379373849,23.57142857,0
0,8.379888268,49.75369458,1
0,8.380414313,32.72727273,0
0,8.388704319,22.70491803,0
0,8.396946565,49.88344988,0
0,8.396946565,39.45578231,0
0,8.396946565,33.85826772,0
1,8.3984375,42.68292683,1
0,8.403361345,53.27868852,0
0,8.408408408,23.3974359,0
0,8.411214953,36.27906977,1
0,8.411214953,21.89054726,0
0,8.424908425,45.45454545,0
0,8.45323741,32.66219239,0
0,8.461538462,28.07692308,0
0,8.465608466,30.50847458,0
0,8.474576271,59.57446809,1
0,8.486238532,22.09381373,0
0,8.487084871,42.39482201,0
0,8.494208494,27.09923664,0
0,8.495575221,24.11971831,0
0,8.496732026,40.65934066,0
0,8.510638298,27.51091703,0
0,8.516483516,30.66037736,0
0,8.518518519,40.90909091,0
1,8.521303258,62.8959276,1
0,8.521560575,22.66380236,0
0,8.544303797,45.95300261,0
0,8.560794045,23.42657343,0
1,8.571428571,35.8490566,1
0,8.571428571,32.53968254,0
0,8.575197889,31.96286472,0
0,8.578431373,28.65429234,0
0,8.579088472,23.94014963,0
0,8.585858586,23.77952756,0
0,8.599033816,20.09345794,0
0,8.602150538,23.80952381,0
0,8.60624524,27.0963271,0
0,8.617594255,33.25062035,0
0,8.637873754,22.18649518,0
1,8.641975309,32.54593176,1
0,8.64995958,21.11742424,0
0,8.650519031,28.61189802,0
0,8.652246256,30.16105417,0
0,8.658008658,26.20016273,0
0,8.673469388,30.69565217,0
1,8.675799087,53.96825397,1
0,8.681408681,21.18003026,0
0,8.686440678,37.28522337,0
0,8.686440678,39.21901528,0
0,8.695652174,21.70087977,0
0,8.695652174,69.67741935,0
0,8.695652174,48,0
1,8.71559633,43.8305709,1
